Genome	taxID	taxLvl	seqLvl	ANI	Completeness	Contamination	Contigs	N50	GC	Coding_density	Predicted_genes	Lowest	RTLpath	Mash	Dada2	Centrifuge	Kaiju	CheckM	
Spiribacter_sp_UAH-SP71_genomic	1335757	species	species	100.00	95.46	0.35	1	1926632	63.9	94.80	1876	1335757	1335757	1335757	1	1335757	1335757	1236
Thiolapillus_brandeum_Hiromi_1_genomic	1076588	species	species	100.00	98.78	0.60	3	3129662	56.2	91.10	2976	1076588	1076588	1076588	1	1236	1236	1236
Halanaeroarchaeum_sulfurireducens_strain_M27-SA2_genomic	1604004	species	species	100.00	98.23	1.06	2	2129244	62.8	87.74	2307	1604004	1604004	1604004	1	183963	183963	2236
R2A29_S8_contigs	59732	genus	genus	76.99	100.00	0.00	188	239268	32.9	88.52	3073	59732	59732	1	1	49546	59732	200644
Planktomarina_temperata_RCA23_genomic	1284658	species	species	100.00	98.65	0.35	1	3288123	53.6	90.41	3205	1284658	1284658	1284658	1	1284658	1284658	31989
12_S12_contigs	55601	species	species	97.75	98.75	1.68	655	19416	44.9	86.00	3601	55601	55601	662	1236	55601	55601	641
bacterium_AB1_strain_AB1-8_genomic	2	superkingdom	superkingdom	73.70	15.72	0.00	1	593367	20.9	87.08	611	2	2	1	2	2	2	2
Prochlorococcus_marinus_subsp_pastoris_str_CCMP1986_genomic	1219	species	species	100.00	99.46	0.27	1	1657991	30.8	90.14	1921	1219	1219	1219	1117	1219	1219	1117
Lactococcus_garvieae_ATCC_49156_genomic	1363	species	species	100.00	100.00	1.13	1	1950136	38.8	87.10	1926	1363	1363	1363	1	1363	1363	186826
Pseudomonas_balearica_DSM_6083_genomic	286	genus	genus	100.00	99.94	0.14	1	4383481	64.7	89.65	4067	286	286	74829	286	286	316	1236
Haloquadratum_walsbyi_C23_genomic	183963	class	class	100.00	99.30	0.38	4	3148033	47.7	78.27	3090	183963	293091	293091	293431	293091	293091	2236
Alteromonas_macleodii_str_Ionian_Sea_UM4b_genomic	226	genus	genus	100.00	97.64	1.24	1	4438762	44.9	87.55	3907	226	314275	314275	28108	314275	314275	1236
Desulfovibrio_piezophilus_strain_C1TLV30_genomic	194924	family	family	100.00	100.00	0.00	2	3060410	50.0	89.10	3332	194924	879567	879567	872	879567	879567	28221
Streptococcus_agalactiae_strain_GX064_genomic	1311	species	species	100.00	100.00	0.00	3	1962388	35.6	87.60	1967	1311	1311	1311	1301	1311	1311	186826
Photobacterium_gaetbulicola_Gung47_genomic	1295392	species	species	100.00	98.91	2.40	2	3856885	49.7	85.83	5213	1295392	1295392	1295392	1	641	657	641
Novosphingobium_sp_PP1Y_genomic	165696	genus	genus	100.00	99.93	0.00	4	3911486	63.3	89.88	4885	165696	205844	702113	165696	205844	205844	204457
Ilumatobacter_coccineum_YM16-304_genomic	467094	species	species	100.00	99.15	1.71	1	4830182	67.3	92.39	4250	467094	467094	467094	682522	467094	467094	2
Confluentimicrobium_sp_EMB200-NS6_genomic	31989	family	family	100.00	99.39	1.18	4	3649316	64.1	90.63	4018	31989	1469613	1609966	1	1469613	1469613	31989
Altererythrobacter_epoxidivorans_CGMCC_17731_genomic	335929	family	family	100.00	99.25	1.31	1	2786257	61.5	92.75	2740	335929	335929	361183	1	204457	1041	204457
Vibrio_parahaemolyticus_BB22OP_genomic	670	species	species	100.00	100.00	0.29	2	3297305	45.4	86.11	4534	670	670	670	1	670	670	662
Marivirga_tractuosa_DSM_4126_genomic	1006	species	species	100.00	100.00	0.30	2	4511574	35.5	89.66	3810	1006	1006	1006	869806	1006	1006	768507
Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	767892	species	species	100.00	99.94	0.15	1	2753528	48.9	91.26	2601	767892	767892	767892	41295	767892	767892	28211
Alteromonas_mediterranea_strain_AR43_genomic	314275	species	species	100.00	99.84	0.17	1	4344440	45.0	87.94	3670	314275	314275	314275	1	314275	314275	1236
Pseudomonas_stutzeri_strain_19SMN4_genomic	316	species	species	100.00	100.00	0.55	2	4725662	62.3	89.28	4474	316	316	316	1	316	316	1236
Formosa_sp_Hel1_33_131_genomic	1336794	species	species	100.00	97.69	0.34	1	2735159	36.6	91.39	2566	1336794	1336794	1336794	49546	49546	49546	1
Candidatus_Nitrosoarchaeum_limnia_SFB1_genomic	1007084	species	species	96.63	98.06	0.00	77	66478	32.5	85.76	2162	1007084	1007084	1007084	1	1007084	1007084	2157
hermovibrio_ammonificans_HB-1_genomic	228745	species	species	100.00	99.58	0.84	2	1682965	52.1	94.72	1833	228745	228745	228745	1	228745	228745	2
Wenyingzhuangia_fucanilytica_strain_CZ1127_genomic	1790137	species	species	100.00	96.85	0.67	1	3427058	31.6	91.76	2806	1790137	1790137	1790137	1518147	49546	49546	49546
Flavobacteriaceae_bacterium_MAR_2010_188_genomic	1250295	species	species	100.00	99.34	0.50	2	3817562	36.9	90.17	3346	1250295	1250295	1250295	1	49546	49546	1
Marinobacterium_sp_ST58-10_genomic	48075	genus	genus	100.00	100.00	0.07	1	5191609	58.8	86.63	4521	48075	420402	1821621	1	420402	420402	135619
Desulfococcus_multivorans_strain_DSM_2059_genomic	897	species	species	100.00	98.39	1.94	1	4455400	56.8	87.06	3859	897	897	897	896	897	897	28221
Arcanobacterium_phocae_strain_DSM_10002_genomic	28263	genus	genus	100.00	98.85	3.02	2	1998242	50.0	89.42	1779	28263	28264	131112	28263	28264	28264	201174
Psychromonas_sp_CNPT3_genomic	314282	species	species	100.00	100.00	0.00	1	3052411	38.6	84.09	2586	314282	314282	314282	67572	314282	314282	1236
Nocardia_seriolae_strain_EM150506_genomic	1760	class	class	100.00	99.81	4.01	1	8304519	68.1	88.24	7794	1760	257281	37332	1	257281	257281	2037
Serinicoccus_sp_JLT9_genomic	1760	class	class	100.00	97.93	0.00	1	3597395	72.4	92.16	3373	1760	247333	1758689	265976	247333	247333	2037
Methanosarcina_sp_MTP4_genomic	1434100	species	species	100.00	99.84	0.00	1	4211469	45.9	76.37	3520	1434100	1434100	1434100	2207	2207	2207	28890
Gillisia_sp_Hel1_33_143_genomic	244698	genus	genus	100.00	99.43	0.53	2	3475961	34.4	90.16	3182	244698	1249975	1336796	1	1249975	1249975	1
Colwellia_psychrerythraea_34H_genomic	28229	species	species	100.00	100.00	1.68	1	5373181	38.0	84.14	4512	28229	28229	28229	28228	28229	28229	1236
A-Hdes-10_S9_contigs	80852	species	species	96.53	99.86	0.81	737	40280	38.2	84.88	4665	80852	80852	80852	2	511678	511678	641
Mv2528_S2_contigs	58050	genus	genus	100.00	100.00	1.35	252	153167	39.3	85.86	4840	58050	58050	80854	1	58051	58050	1236
Shewanella_baltica_OS678_genomic	62322	species	species	100.00	99.84	0.00	2	5288069	46.3	84.46	4621	62322	62322	62322	22	62322	62322	135622
Archaeoglobus_veneficus_SNP6_genomic	58290	species	species	100.00	99.35	0.00	1	1901944	47.0	90.39	2153	58290	58290	58290	2233	58290	58290	28890
Marinomonas_mediterranea_MMB-1_genomic	119864	species	species	100.00	99.89	0.64	1	4684317	44.1	87.25	4228	119864	119864	119864	1	119864	119864	135619
Methanococcus_maripaludis_S2_genomic	39152	species	species	100.00	99.50	0.00	1	1661138	33.1	88.98	1749	39152	39152	39152	1	39152	39152	28890
Siansivirga_zeaxanthinifaciens_CC-SAMT-1_genomic	762954	species	species	100.00	99.67	1.15	1	3303987	33.5	90.81	2869	762954	762954	762954	1	49546	49546	1
TiA_S9_contigs	1760	class	class	99.15	100.00	0.54	783	298550	70.5	88.01	3625	1760	1274	1274	2	1274	57495	2037
Alteromonas_macleodii_str_Black_Sea_11_genomic	28108	species	species	100.00	100.00	0.24	1	4480508	44.6	87.68	3825	28108	28108	28108	1	28108	28108	1236
Paenibacillus_sp_LPB0068_genomic	1763538	species	species	100.00	99.66	0.02	4	4627176	39.9	85.70	4446	1763538	1763538	1763538	44249	44249	44249	186822
11_S11_contigs	29497	species	species	97.62	100.00	1.30	302	97946	44.2	84.77	5206	29497	29497	29497	2	662	662	641
Vw130426_S9_contigs	80852	species	species	98.63	99.84	2.11	631	35079	38.8	86.91	4536	80852	80852	80852	2	511678	511678	641
Corynebacterium_sphenisci_DSM_44792_genomic	1760	class	class	100.00	99.40	0.20	1	2594800	74.7	91.10	2298	1760	191493	191493	1	85007	1716	2037
14_S2_contigs	511678	genus	genus	99.03	99.86	0.96	185	207352	38.9	87.64	4248	511678	40269	688	2	40269	40269	641
Yersinia_ruckeri_YRB_genomic	91347	order	order	100.00	100.00	0.00	1	3605217	47.5	84.11	3167	91347	29486	29486	1	29486	29486	543
VSalm561_S16_contigs	40269	species	species	99.91	99.39	0.71	430	27421	39.0	86.09	4054	40269	40269	40269	2	40269	40269	641
Prochlorococcus_marinus_AS9601_genomic	1219	species	species	100.00	99.64	0.00	1	1669887	31.3	90.84	1891	1219	1219	1219	1117	1219	1219	1117
Pyrococcus_yayanosii_CH1_genomic	1008460	species	species	100.00	100.00	0.00	1	1716819	51.6	91.67	1882	1008460	1008460	1008460	2260	1008460	1008460	28890
Sulfurovum_sp_NBC37-1_genomic	387093	species	species	100.00	99.59	0.61	1	2562278	43.9	91.27	2552	387093	387093	387093	265570	387093	387093	2
Titti22_S2_contigs	60136	genus	genus	98.41	99.36	0.60	214	269707	58.3	89.33	3794	60136	52598	335975	1	52598	52598	31989
A16_S16_contigs	511678	genus	genus	89.92	99.91	12.10	1567	223281	38.9	88.03	5629	511678	511678	1	2	511678	511678	641
Polaribacter_sp_LPB0003_genomic	52959	genus	genus	100.00	99.66	0.42	1	3809315	29.6	89.63	3296	52959	1250006	1774273	1	1250006	1250006	49546
Shewanella_amazonensis_SB2B_genomic	60478	species	species	100.00	100.00	0.54	1	4306143	53.6	88.37	3723	60478	60478	60478	22	60478	60478	1236
Formosa_agariphila_KMM_3901_genomic	320324	species	species	100.00	99.01	0.71	9	2537601	33.5	88.74	3589	320324	320324	320324	1	320324	320324	1
Psychroflexus_torquis_ATCC_700755_genomic	57029	species	species	100.00	98.73	2.28	1	4321833	34.5	83.33	3746	57029	57029	57029	83612	57029	57029	1
Thermosipho_melanesiensis_strain_431_genomic	46541	species	species	100.00	98.28	0.00	1	1915345	31.4	92.24	1929	46541	46541	46541	1	46541	46541	2
Synechococcus_sp_WH_8103_genomic	1129	genus	genus	100.00	99.73	0.27	1	2429689	59.5	90.55	2676	1129	84588	29410	1	84588	84588	1117
V-H1309-4-5_S1_contigs	662	genus	genus	94.81	100.00	364.26	46400	1429	43.7	85.80	62831	662	662	1	2	662	662	2
Sulfobacillus_acidophilus_TPY_genomic	53633	species	genus	80.83	99.00	0.00	1	3551207	56.8	89.38	3709	53633	53633	1	28033	53633	53633	1239
Flavobacterium_psychrophilum_V4-24_genomic	96345	species	species	100.00	99.29	0.44	1	2684586	32.4	88.16	2383	96345	96345	96345	1	96345	96345	49546
Polaribacter_sp_MED152_genomic	313598	species	species	100.00	99.61	0.00	1	2961475	30.6	92.98	2639	313598	313598	313598	52959	313598	313598	49546
Psychrobacter_sp_G_genomic	497	genus	genus	100.00	100.00	0.00	4	3079438	42.4	83.53	2613	497	330922	571800	1	330922	330922	72274
Rhodococcus_erythropolis_PR4_genomic	1760	class	class	100.00	99.94	0.98	4	6516310	62.3	91.36	6546	1760	1833	1833	1	1833	1833	2037
Salegentibacter_sp_T436_genomic	143222	genus	genus	100.00	99.43	0.76	1	4086551	36.9	89.84	3624	143222	1250278	1729720	1	1250278	1250278	1
S06_S2_contigs	1298608	species	genus	95.62	99.88	1.47	153	86013	42.7	82.95	2951	1298608	1298608	497	497	1298608	1298608	72274
Titti17_S4_contigs	1760	class	class	89.77	100.00	44.21	2381	472902	60.5	91.00	6203	1760	1112215	1	2	1112215	1112215	2037
Alteromonas_sp_SN2_genomic	715451	species	species	100.00	99.95	0.17	1	4972149	43.5	87.44	4363	715451	715451	715451	226	715451	715451	1236
Prochlorococcus_marinus_str_MIT_9211_genomic	1219	species	species	100.00	99.73	0.00	2	1357840	38.0	89.64	1854	1219	1219	1219	1117	1219	1219	1117
15_S3_contigs	80852	species	species	98.58	99.84	4.84	852	100819	38.5	86.58	4860	80852	80852	80852	641	511678	511678	641
Salinibacter_ruber_DSM_13855_genomic	146919	species	species	100.00	96.51	1.16	2	3551823	66.1	85.27	3036	146919	146919	146919	1	146919	146919	2
8_S8_contigs	511678	genus	genus	90.68	99.91	0.66	217	241939	38.8	87.09	4198	511678	511678	1	2	511678	511678	641
24_S6_contigs	1112209	species	species	93.46	100.00	85.82	2519	28368	40.7	85.45	8422	1112209	1112209	1	2	1112209	1236	2
Rhodovulum_sulfidophilum_DSM_1374_genomic	35806	species	species	100.00	99.29	0.91	10	994461	66.9	86.52	4048	35806	35806	35806	34008	35806	35806	31989
