	Genome	sum	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
646	RNODE_40_length_6491_cov_8.96924.fasta	2.8200958417	2.8200958417	0	0	0	0	0	0	0	0	0
647	RNODE_400_length_5708_cov_9.81991.fasta	6.2980654239	2.8425782624	0	0	0.4889201548	0.8925430883	0	0.9683432993	0	0	1.1056806191
648	RNODE_404_length_3462_cov_2.92616.fasta	94.0698546511	23.1243313953	5.6544476744	3.7629651163	11.014127907	10.6882848837	4.8852325581	3.7160174419	13.6146511628	8.1882848837	9.4215116279
649	RNODE_407_length_46658_cov_49.66972.fasta	7.7043271293	7.7043271293	0	0	0	0	0	0	0	0	0
650	RNODE_408_length_3585_cov_3.79764.fasta	7.9561044064	3.7879876509	3.5505753578	0	0	0	0	0	0.6175413977	0	0
651	RNODE_411_length_4317_cov_4.49267.fasta	244.8879627474	44.7925261932	26.9882188591	16.2767636787	17.8089173458	36.1844935972	21.7188125728	14.850104773	15.6502444703	7.9843073341	42.6335739232
652	RNODE_415_length_2147_cov_6.45506.fasta	6.723435294	2.7976941176	0.1617411765	1.0762823529	1.0786352941	0	0	0.8188235294	0	0.7902588235	0
653	RNODE_417_length_2670_cov_14.84403.fasta	18.43836858	3.3216767372	5.5300981873	5.9734516616	0.2275679758	0	0	0	0	3.3855740181	0
654	RNODE_418_length_1505_cov_4.15172.fasta	7.882602832	2.8718813216	1.6525286581	0	0.5461901551	0	0	0.8792987188	1.2644639245	0.6682400539	0
655	RNODE_420_length_1334_cov_5.52134.fasta	15.0621189024	1.1839939024	0.2294207317	0.7552591463	0.5053353659	4.4627286585	1.6903963415	4.4875	0.0775914634	1.6698932927	0
656	RNODE_423_length_1943_cov_28.57781.fasta	30.7315902965	2.131967655	0	3.644851752	5.3566037736	1.4477628032	3.0619946092	2.7194070081	6.4822641509	4.056819407	1.8299191375
657	RNODE_428_length_4686_cov_43.92415.fasta	99.3950883239	10.9807626023	21.8147996553	20.8211977596	10.8769926756	2.3514218009	5.8729426971	5.6046747092	6.5604049978	10.830697975	3.6811934511
658	RNODE_429_length_2129_cov_51.99106.fasta	36.90225338	3.5159739609	6.4035052579	2.3739609414	1.1241862794	1.0207310966	3.4937406109	6.4884827241	4.2593390085	2.4714071107	5.7509263896
659	RNODE_431_length_1803_cov_5.36772.fasta	257.6852188744	24.762819784	11.1115974986	21.8172256964	14.6564525298	20.1044911882	34.6492325185	52.7639567936	22.0425241615	31.4393973849	24.3375213189
660	RNODE_432_length_14865_cov_28.53268.fasta	38.952919584	1.8614642105	2.3907280266	6.9007545374	15.0723064374	0	4.5541363605	2.5487526341	0.9922506968	0.6062538237	4.026272857
661	RNODE_434_length_14801_cov_23.79494.fasta	35.3391407469	7.4416954666	5.6738293691	8.4036050688	5.9870502135	1.3551534865	1.4112624517	1.796300061	1.0254794335	1.2047299587	1.0400352375
662	RNODE_435_length_5602_cov_25.16136.fasta	57.1828645449	9.6491302739	3.0457438934	8.2732050333	2.9774241303	0.7742783124	10.3063841599	13.1858623242	5.5945595855	3.376276832	0
663	RNODE_436_length_6429_cov_48.44919.fasta	12.3606421299	2.2184808144	1.2587940486	0	4.0018480814	0.7578700078	0.6444792482	0	0	2.5305559906	0.9486139389
664	RNODE_439_length_4196_cov_56.49278.fasta	18.1634633911	3.6718689788	0	7.3431117534	3.2052745665	0.7651734104	0.6507707129	0.8687379576	1.0171483622	0.6413776493	0
665	RNODE_440_length_3551_cov_9.74435.fasta	26.6208725407	5.1245223838	0	5.5036213288	3.0883661249	2.8707442258	1.8913601369	2.1995437696	0.8153977759	3.1540062732	1.9733105218
666	RNODE_442_length_4465_cov_7.11694.fasta	46.1040438656	6.3725839616	7.1621887137	8.2850582591	4.4585332419	1.8084075851	2.6823166552	2.3915467215	3.3593785698	6.8855837332	2.6984464245
667	RNODE_443_length_1591_cov_6.87251.fasta	15.1212023272	5.9811893988	2.3137685844	1.7733678087	2.4228829994	0.919844861	0	0	1.0603749192	0.3630252101	0.2867485456
668	RNODE_444_length_4937_cov_48.00188.fasta	17.1390149194	7.1537502555	4.5734314327	1.3052524014	0.9680972818	0	0.6185366851	1.419783364	0	0	1.1001634989
669	RNODE_451_length_4052_cov_6.62773.fasta	306.702882653	28.598877551	29.996377551	22.4493367347	23.5890816327	57.7542857143	38.0608418367	25.4725510204	29.5839285714	34.7139030612	16.4836989796
670	RNODE_455_length_4124_cov_9.17267.fasta	12.3336471754	1.8374132805	0	2.932160555	0	0	0	0	0.9451437066	2.6331764123	3.985753221
671	RNODE_456_length_1695_cov_36.79753.fasta	3.9176104542	1.3400746733	0.4677660236	0.4593652769	0.1483509645	0	0	0	0	1.5020535159	0
672	RNODE_459_length_2383_cov_4.68776.fasta	10.4983877996	2.5176906318	0	1.728627451	1.6388671024	1.7104139434	0	0	1.6598257081	0.6345098039	0.608453159
673	RNODE_462_length_1528_cov_6.07822.fasta	97.1597708895	3.1556603774	6.7313342318	10.6553908356	9.1938005391	25.8566037736	13.5602425876	9.5077493261	8.079851752	2.0241913747	8.3949460916
674	RNODE_464_length_2364_cov_17.83117.fasta	17.1602698	1.7087467363	1.4088337685	3.9614447346	3.4173629243	2.2706266319	0	1.7345517842	0	2.6587032202	0
675	RNODE_468_length_1541_cov_8.66960.fasta	296.4105544422	9.0830995324	24.7715430862	14.2284569138	20.7070140281	23.12251169	38.1533066132	50.3326653307	34.2063460254	35.5687374749	46.2368737475
676	RNODE_470_length_2095_cov_7.42232.fasta	28.4844466114	1.7745002438	1.9501218918	4.4318381277	3.306094588	1.740858118	0.7821062896	4.469185763	2.6810336421	2.2838127743	5.0648951731
677	RNODE_474_length_1569_cov_5.24895.fasta	12.889704918	5.2563278689	2.3313442623	0.5287868852	0	0.0628196721	0	1.8215081967	1.2095737705	0.6642622951	1.0150819672
678	RNODE_476_length_1618_cov_4.36943.fasta	8.5286531131	2.7144218551	1.7775730623	0	0.5451080051	0.8246505718	0.4921219822	0.7588310038	0	0.9111181703	0.5048284625
679	RNODE_479_length_5023_cov_17.63107.fasta	49.0962442257	2.8930106447	1.2768427395	2.9292428198	5.8934324161	3.0206266319	6.893251657	15.2764008837	3.248242619	6.4798152239	1.1853785901
680	RNODE_48_length_3658_cov_14.59323.fasta	11.2200220022	3.3182343234	0	0.9543729373	0.4989823982	0	0.7081958196	0.7984048405	0	1.7709020902	3.170929593
681	RNODE_481_length_3960_cov_68.08874.fasta	39.9687758264	4.7391528926	5.3681301653	4.5202221074	4.2672778926	2.3130165289	2.674767562	1.4695506198	2.2646952479	7.7083161157	4.6436466942
682	RNODE_485_length_1877_cov_10.53943.fasta	10.284233497	1.363066012	1.0968357883	1.3793235134	1.0050190944	1.2047463175	1.5343153301	1.4217130387	0.8753409711	0.1222040371	0.2816693944
683	RNODE_487_length_5196_cov_22.71473.fasta	148.6975931678	19.3542507764	27.6844332298	5.2445458075	12.9749223602	25.5011063665	10.0433229814	6.4389363354	19.672496118	10.1238548137	11.6597243789
684	RNODE_491_length_3124_cov_17.57383.fasta	86.5280194805	3.7562987013	8.6189935065	28.8147077922	5.2997402597	9.1475649351	11.2756493506	9.5297727273	6.1050974026	3.9801948052	0
685	RNODE_493_length_3152_cov_5.77526.fasta	21.7550913838	3.1471279373	0	7.0837140992	3.3399477807	0.8756527415	1.1008159269	1.2493472585	0.5251631854	2.9731723238	1.4601501305
686	RNODE_496_length_8599_cov_9.53327.fasta	65.5021858562	22.967270602	12.6280303916	4.910414962	4.5137931034	3.801157218	0.6368205728	0.8351841029	10.3707656341	3.9314436002	0.9073056692
687	RNODE_497_length_1925_cov_6.51336.fasta	28.5528442319	2.6956406167	4.0373737374	3.6263157895	4.0301435407	1.6906964381	1.7010632642	3.6121743753	2.6923444976	2.0370015949	2.4300903775
688	RNODE_498_length_2044_cov_7.98216.fasta	31.6574642127	7.1768404908	2.8719836401	5.8016359918	2.5176891616	0.9030163599	0.6199386503	1.5149795501	2.6873210634	4.7208588957	2.843200409
689	RNODE_5_length_4125_cov_14.53571.fasta	29.8034365098	5.3747745552	6.4993663173	5.4931757251	2.9077747989	2.6591518401	1.2954667317	1.496734097	2.9834998781	0	1.0934925664
690	RNODE_50_length_1796_cov_6.24352.fasta	220.0994926719	7.3377677565	13.2296505073	5.9454340474	8.7675873732	49.1736189402	21.2746335964	29.8032694476	34.3801578354	17.726042841	32.4613303269
691	RNODE_509_length_6803_cov_457.59293.fasta	5.2592564833	2.9943186928	1.1659871084	0	0	0	0	0	0	0	1.0989506821
692	RNODE_512_length_1592_cov_43.29688.fasta	10.8082041342	1.7069767442	1.6860465116	0	0.086369509	0.6690568475	0.6950904393	0.6679586563	2.0472222222	1.7318475452	1.5176356589
693	RNODE_513_length_2330_cov_8.01964.fasta	19.0611548556	4.1490813648	1.6990813648	0.7097987752	3.7070428696	2.5181977253	0.6194225722	0.813735783	0.3148731409	3.6016622922	0.9282589676
694	RNODE_515_length_1754_cov_11.73892.fasta	73.3250292398	8.301754386	6.054619883	9.8430409357	11.4077777778	4.3753216374	5.5114035088	5.2991812865	8.1373684211	7.4464327485	6.948128655
695	RNODE_518_length_1369_cov_4.72490.fasta	14.6854339623	1.1643018868	0	0.8249056604	1.4862641509	1.7656603774	2.7841509434	2.8913207547	0.1394716981	2.3293584906	1.3
696	RNODE_521_length_36130_cov_13.94678.fasta	52.5542648118	7.5646372554	5.2266696226	8.5167655046	6.9157789725	6.8473729424	2.5011832844	5.1126226237	5.5823227845	3.2346893532	1.0522224685
697	RNODE_522_length_1263_cov_12.38809.fasta	10.9323215753	2.314438064	1.62707137	1.6699753897	0.3229696473	0.8966365874	0.6546349467	0.8386382281	2.027973749	0.5799835931	0
698	RNODE_523_length_7269_cov_4.49610.fasta	3.8423806229	2.7914463668	1.0509342561	0	0	0	0	0	0	0	0
699	RNODE_524_length_1679_cov_2.99128.fasta	7.4397553516	1.0716207951	0	0.6814678899	0.2510091743	1.7283792049	1.8948012232	1.2444036697	0	0.506911315	0.0611620795
700	RNODE_527_length_1767_cov_4.22840.fasta	3.8723737667	1.4148578062	1.7345908299	0	0.5560069646	0	0	0	0.0562391178	0	0.1106790482
701	RNODE_528_length_4221_cov_4.74329.fasta	213.809887479	76.3821642327	16.6926502274	22.6740483601	16.4395499162	14.9567871678	7.1830500359	5.1457505387	24.2828106296	17.7547761551	12.2983002155
702	RNODE_530_length_2571_cov_32.65278.fasta	56.5236726546	9.2098602794	6.1931337325	4.274491018	10.5833532934	7.3415568862	4.1800798403	3.7819560878	0.4291816367	4.1990419162	6.3310179641
703	RNODE_531_length_9868_cov_8.44904.fasta	233.5713355048	15.7266693811	21.8270358306	20.2614210098	16.9196864821	54.6231677524	26.2887113192	24.8315044788	23.0643729642	9.7353013029	20.2934649837
704	RNODE_532_length_1573_cov_5.21419.fasta	78.2110816192	8.3151293962	9.795421367	2.1662242867	10.1613802256	13.8126078301	6.0533510285	9.195222296	6.5698075647	7.3078301261	4.8341074983
705	RNODE_534_length_10183_cov_8.47628.fasta	74.6976131768	31.2431206233	5.3981457737	18.3484761811	6.3553900779	0	1.4067166387	1.6867541178	0	10.2590097643	0
706	RNODE_537_length_3389_cov_22.49108.fasta	41.6262344744	2.9990911845	0	2.6266282945	3.143926083	2.4305059073	1.7442290215	0	8.0437746138	7.5165101484	13.1215692214
707	RNODE_539_length_1827_cov_6.73752.fasta	57.9647784632	2.7012338755	11.7735277622	7.2500841279	5.0913067863	3.1297812675	5.2706674145	5.4229949523	7.2140773976	2.5421200224	7.568984857
708	RNODE_54_length_5865_cov_60.48297.fasta	79.495310628	19.8942324149	8.2028067773	10.4734896457	5.3188601746	11.2117576587	1.366079069	3.5549204176	4.3576929659	4.4406469279	10.6748245764
709	RNODE_540_length_1564_cov_3.03735.fasta	10.6838815789	2.6280263158	1.9839473684	1.9377631579	0.5106578947	0	0.7460526316	0.7164473684	0	0.6157894737	1.5451973684
710	RNODE_544_length_1578_cov_361.93923.fasta	40.3804894179	1.6581349206	1.8484126984	5.5415343915	3.8127645503	3.2991402116	3.8710978836	9.2561507937	2.5931216931	4.0290343915	4.4710978836
711	RNODE_55_length_2901_cov_27.42654.fasta	4.06634248	2.7740534908	0	0.7855158041	0.5067731851	0	0	0	0	0	0
712	RNODE_551_length_4193_cov_74.72016.fasta	9.1492889853	4.2013497228	1.8792480116	0	1.7787418655	0	0.6632923596	0	0	0.6266570258	0
713	RNODE_557_length_1525_cov_6.72562.fasta	57.2074023303	2.0669636737	5.2026045236	7.6346812886	4.1751884853	5.2573680603	2.5059629883	6.4366004112	11.6479095271	3.2031528444	9.0769705278
714	RNODE_559_length_3361_cov_13.97064.fasta	154.1237865541	22.323032861	14.4179680434	21.4949653301	15.6572806753	21.2146216461	8.3493518239	3.806662647	15.3697015375	13.065722038	18.4244799518
715	RNODE_56_length_2028_cov_4.74177.fasta	49.7794616152	13.7122133599	4.5733798604	4.6604685942	8.6605184447	1.6673479561	2.8522432702	2.8359421735	3.3488534397	6.0490528415	1.419441675
716	RNODE_560_length_3911_cov_3.86563.fasta	12.1252909232	2.8910783553	2.3439875873	0	3.6241272304	1.9313938454	1.3347039048	0	0	0	0
717	RNODE_562_length_2033_cov_5.34232.fasta	146.2765711413	11.487933635	22.3041226747	15.5349924585	12.0849673203	14.721618904	11.3037707391	11.5284062343	25.4176973353	8.7576168929	13.1354449472
718	RNODE_563_length_5038_cov_7.26694.fasta	39.5293752504	4.638906688	4.9419102924	5.9294152984	4.3170804966	1.7395074089	4.7308970765	4.8072286744	3.0018422107	3.1450340408	2.2775530637
719	RNODE_564_length_8758_cov_6.46781.fasta	5.2400504935	3.2481064953	0	0	1.9919439982	0	0	0	0	0	0
720	RNODE_565_length_1563_cov_11.71995.fasta	73.9261356157	1.502764977	5.0777485188	7.0575378539	10.1934825543	7.4107307439	5.1859117841	10.1925608953	8.3824884793	15.4465437788	3.4763660303
721	RNODE_576_length_3043_cov_26.79081.fasta	19.4824274758	7.6965988663	3.1788929643	1.4948316105	2.9535178393	0	0.685561854	0	1.5369456485	0.6478826275	1.2881960654
722	RNODE_583_length_3095_cov_44.70980.fasta	6.6296296297	2.2708947886	0.894329728	1.0502785972	0.670272042	0.676171747	0.2504097017	0.486561783	0.3307112422	0	0
723	RNODE_584_length_2761_cov_46.10439.fasta	27.3782848731	1.8651453809	3.0402281929	0.8641516378	4.2848730217	4.1237762238	3.3267574531	2.233860876	1.6448656607	3.1346705926	2.8599558336
724	RNODE_585_length_3212_cov_16.01628.fasta	24.6352588384	3.618655303	2.8817866162	5.179040404	1.7846590909	0	0.8351325758	0.8866792929	6.060385101	3.0485795455	0.3403409091
725	RNODE_587_length_4088_cov_9.08425.fasta	18.5377	4.9772	1.355725	0	2.877475	2.955825	1.129275	1.53845	2.00805	0	1.6957
726	RNODE_60_length_1811_cov_3.41811.fasta	364.5352152041	12.4644494131	32.3351593069	48.2095025154	58.4987143656	70.288764673	22.9220234768	34.2159306875	44.2173840134	22.4073784237	18.9759083287
727	RNODE_62_length_3589_cov_56.75862.fasta	11.6166246146	2.263554808	0.6207737595	0	2.2712924026	0	1.9635267732	1.5113260443	0	2.986150827	0
728	RNODE_65_length_5443_cov_3.51540.fasta	105.6125253643	8.0844493636	11.1674229847	7.2993728094	5.1790997971	1.8137059583	6.5440693599	6.6038000369	10.232853717	26.0252167497	22.6625345877
729	RNODE_67_length_1419_cov_2.86686.fasta	13.6364352183	5.5379384395	2.9932712956	1.0161059413	1.5212598425	0.0952755906	0	0.8095919828	0	1.5700787402	0.0929133858
730	RNODE_68_length_2493_cov_6.03116.fasta	7.3998785917	2.183650344	0	0.6646297046	0.4210441117	1.1336705787	0.5930392554	0.9237555645	0	0.6908134359	0.7892755969
731	RNODE_73_length_2194_cov_7.49125.fasta	14.8346224677	1.4034069982	1.7414825046	2.2215009208	1.5019797422	2.3612799263	0.711786372	2.7107274401	0	2.1824585635	0
732	RNODE_74_length_1811_cov_7.67971.fasta	411.682001118	53.8086640581	44.7787590833	55.9691447736	61.129569592	54.196254891	34.3505869201	31.5583566238	23.7365567356	29.8837339296	22.2703745109
733	RNODE_78_length_5103_cov_8.24306.fasta	9.9114741193	3.0805156465	1.8505609132	0	1.5972446369	0.8565243062	0.8547530014	0	1.0206258611	0.651249754	0
734	RNODE_89_length_4251_cov_3.70418.fasta	11.6174036415	9.0442894301	0	1.474485694	0.4329628754	0	0	0	0	0.665665642	0
735	RNODE_90_length_1469_cov_9.25017.fasta	31.3761575674	1.3102971666	3.4629578438	2.593365584	6.4935729095	2.7663441603	3.5678645473	2.1289564616	1.3378714582	5.4373185902	2.2776088459
736	RNODE_91_length_2298_cov_6.78822.fasta	8.3043497364	3.5548330404	0	1.6238137083	0.3905975395	0.7877855888	0.6704745167	1.2768453427	0	0	0
737	RNODE_93_length_1501_cov_3.34415.fasta	47.5912102772	9.7668018932	3.4491548343	3.8219066937	4.1988505747	8.2895875592	3.947464503	4.5532792427	2.9647058824	1.798918188	4.800540906
738	RNODE_94_length_3002_cov_6.48725.fasta	11.5679530203	2.0900671141	1.9197651007	0	0.5838255034	1.4627181208	0.7617785235	0.8273489933	3.0580536913	0.8643959732	0
739	RNODE_98_length_2627_cov_21.08829.fasta	38.23109405	2.3666410749	6.349596929	1.9998464491	3.4890978887	2.7835316699	5.2391554702	7.2643378119	1.2884069098	4.4307869482	3.0196928983
740	Robiginitalea_biformata_HTCC2501_genomic.fasta	3.426938826	0	0	0	0.761555117	0	0.5472747441	0.6740909771	0	1.0395373421	0.4044806457
741	Roseibacterium_elongatum_DSM_19469_genomic.fasta	22.7575841534	0.7924823704	0	2.8942378717	1.8603219028	5.5564581687	3.4704135737	0.9871860505	2.8707066729	0.7610088014	3.5647687413
742	Roseobacter_denitrificans_OCh_114_genomic.fasta	21.9870376463	1.6240485681	0	2.9652277006	3.6212558312	1.4243905029	1.3678657473	2.023501611	4.6243304739	3.1191521587	1.2172650526
743	Roseobacter_litoralis_Och_149_genomic.fasta	6.2777843455	0	0	0	0.3810695759	1.0677878667	1.6406699806	0.3364428376	1.2608019765	0.779203494	0.8118086142
744	Ruegeria_pomeroyi_DSS-3_genomic.fasta	13.9857326014	0	2.4289102333	1.1863220757	1.5237418684	1.4243908291	0.5472747628	1.0119903092	2.941603317	1.2975373659	1.62396184
745	Ruegeria_sp_TM1040_genomic.fasta	1.097080675	0	0	0	0.4521604834	0.2545511231	0.1304034957	0.1602903435	0.0996752293	0	0
746	Ruminiclostridium_thermocellum_DSM_2360_strain_LQRI_genomic.fasta	9.8943017345	0.8095785419	0.4855069628	1.1858490935	0.9531982513	2.1356637727	1.9143116296	0.3368030904	1.2612056194	0	0.8121847729
747	S04_S1_contigs.fasta	0.7624381038	0	0	0	0.7624381038	0	0	0	0	0	0
748	S06_S2_contigs.fasta	24.2278916075	2.4292631213	5.3191363711	2.3661858572	2.8427655146	0.7116332227	1.3616976851	1.6784948299	5.0194653743	1.2899926755	1.2092569558
749	S13_S3_contigs.fasta	289.2783878552	10.1317227939	30.5538993127	33.7252572035	42.7758866663	54.671130252	16.3689187705	29.2651754805	36.055986576	17.1159210533	18.6144897465
750	S17_S4_contigs.fasta	204.9862212751	15.7638895109	12.0998730674	15.9480168701	13.4736894831	14.8932048647	26.6891922869	43.9998794907	17.9816970189	24.3327651618	19.8040135206
751	S18_S5_contigs.fasta	1.1602442634	0	0.4861319246	0	0	0	0	0.6741123388	0	0	0
752	S19_S6_contigs.fasta	0.6661566219	0	0	0	0	0	0	0	0	0.2600697363	0.4060868856
753	S21_S7_contigs.fasta	3.9253779431	0.8113441368	0.486020487	0	0.7625483284	1.0591204646	0.5463100026	0	0	0.2600345237	0
754	S26_S8_contigs.fasta	4.7916917575	0	0	1.1778404433	0.3802962297	0.3561009858	0	0.3373215109	0.8397161534	1.294308987	0.4061074474
755	S28_S9_contigs.fasta	4.6047941957	0	0	0	0.381208499	0	0	0	0.4184391868	2.5940414177	1.2111050922
756	Saccharophagus_degradans_2-40_genomic.fasta	8.2306745662	0	0.4860944034	1.1862942241	1.1438379431	1.0677267094	0.8204171521	0.6742229214	1.2609069008	0.7795804357	0.8115938762
757	Salegentibacter_sp_T436_genomic.fasta	6.1296944538	0	0.4540613833	0.55424709	0.5342302103	3.3245294137	1.0205456875	0	0	0.242080669	0
758	Salinibacter_ruber_DSM_13855_genomic.fasta	1.9999091246	0	0	0	0	0	0.5457127016	0.6746598932	0	0.7795365298	0
759	Salinibacter_ruber_M8_genomic.fasta	3.80962264	0.8119263673	0.4854446441	0.5926274466	0.7625579878	0	0.8202398746	0.3368263196	0	0	0
760	Salinispora_arenicola_CNS-205_genomic.fasta	11.2343688487	0.6154659871	0	3.1450000881	0.8658938034	2.6951298588	0.6210231921	1.021467893	0.9549903722	0.3935237719	0.9218738821
761	Salinispora_tropica_CNB-440_genomic.fasta	21.0891499907	10.4674620495	2.0860907617	2.9700596064	2.318242397	1.5279079171	0.3911744415	0.2413418627	0.9020984957	0.1847724591	0
762	Salmonella_enterica_subsp_enterica_serovar_Typhimurium_22495_genomic.fasta	8.8447718496	0	8.0691660514	0	0.137620866	0	0.3944661134	0.2435188188	0	0	0
763	Salmonella_enterica_subsp_enterica_serovar_Typhimurium_22792_genomic.fasta	3.407709731	0	3.1086749269	0	0.0530184305	0	0.1522019932	0.0938143804	0	0	0
764	Saprospira_grandis_str_Lewin_genomic.fasta	10.9709814539	0.8128135947	0.4860664981	0	1.7148425089	0.3560974468	0.8208153019	1.686306897	0.8404931064	1.8188112957	2.4347348044
765	Sedimenticola_sp_SIP-G1_genomic.fasta	6.4554419988	0	1.4582832886	0.5928995516	0.1905360165	0	0	0	2.1020095728	1.3001384302	0.8115751391
766	Sediminicola_sp_YIK13_genomic.fasta	4.677452681	0	0	1.7800304666	0.1906396647	0	1.0935394845	0.6740933966	0.4193525254	0.5197971432	0
767	Serinicoccus_sp_JLT9_genomic.fasta	3.0023286294	0.4063009483	0.4853498156	0	1.1432811799	0	0.5469949783	0	0.4204017073	0	0
768	Shewanella_amazonensis_SB2B_genomic.fasta	3.7986629798	0	0.4860944005	0.5929589426	0.3808870258	0.3552478401	0.5468006984	0.3366314124	0.8408037076	0.2592389524	0
769	Shewanella_baltica_BA175_genomic.fasta	8.3986394973	0.8121635911	0	0	0.5719096158	2.1356075179	1.094549527	2.6982489525	0.4204016154	0.2596665924	0.4060920852
770	Shewanella_baltica_OS117_genomic.fasta	4.5537621208	0	0.9721361798	1.1852803981	0.3809301054	0	0.820912125	0.6744347061	0	0.5200686064	0
771	Shewanella_baltica_OS155_genomic.fasta	3.5372692006	0.8126432158	1.4576079232	0.592996833	0	0	0	0.6740212286	0	0	0
772	Shewanella_baltica_OS185_genomic.fasta	1.4030679227	0	0	0	0.1902533282	0.3556383685	0	0.3373299496	0	0.5198462764	0
773	Shewanella_baltica_OS195_genomic.fasta	1.4278761146	0.406175164	0	0	0	0.355774311	0	0	0	0.2598343952	0.4060922444
774	Shewanella_baltica_OS223_genomic.fasta	101.3719329673	0.8126259474	6.3192281603	4.7457993594	4.0027153036	2.1365336259	21.3390572852	14.1676680877	11.7710478952	8.0602345451	28.0170227575
775	Shewanella_baltica_OS678_genomic.fasta	3.1715775389	0	0	0.5931256482	0.190639454	0.7117299537	0.8195058904	0.3371719545	0	0.5194046381	0
776	Shewanella_denitrificans_OS217_genomic.fasta	1.2721230329	0.4064069063	0.4854641769	0	0.3802519497	0	0	0	0	0	0
777	Shewanella_frigidimarina_NCIMB_400_genomic.fasta	1.4848356889	0.4064068415	0.4853103798	0.5931184676	0	0	0	0	0	0	0
778	Shewanella_halifaxensis_HAW-EB4_genomic.fasta	31.6585125306	3.6568974298	1.9441791511	4.1521108615	6.4807198047	3.5607818986	2.4620185356	4.0449088736	0.8405197862	2.0802294966	2.4361466929
779	Shewanella_loihica_PV-4_genomic.fasta	2.0834012117	0.8117972579	0	0.5928916187	0	0	0.273017287	0	0	0	0.4056950481
780	Shewanella_pealeana_ATCC_700345_genomic.fasta	2.0595909003	0	0	0.5928855703	0.1906395531	0	0	0.33705737	0.419376483	0.5196319239	0
781	Shewanella_piezotolerans_WP3_genomic.fasta	14.5685577832	2.0315227879	2.9158614037	1.1860246972	1.9062510597	0.7119116787	0.8206733764	0	1.2599117906	1.299898619	2.43650237
782	Shewanella_sediminis_HAW-EB3_genomic.fasta	1.211934737	0	0	0	0.1906272116	0.3560242312	0	0	0	0.259190873	0.4060924212
783	Shewanella_sp_ANA-3_genomic.fasta	166.3508281144	5.6879578881	10.2056809684	5.3386062131	6.2897186081	37.7387818319	14.5016679213	21.2498695999	27.7447892813	14.0415796777	23.5521761246
784	Shewanella_sp_MR-4_genomic.fasta	1.45887502	0	0	0	0	0	0	0	0.4204018114	1.0384732086	0
785	Shewanella_sp_MR-7_genomic.fasta	4.0991908916	0.4063267981	0	0.5924502668	0.9528527164	0.3560974847	0	1.0115273457	0	0.7799362799	0
786	Shewanella_sp_W3-18-1_genomic.fasta	1.4598627426	0	0	0	0.3802459911	0	0	0.6735242964	0	0	0.4060924551
787	Shewanella_violacea_DSS12_genomic.fasta	4.488484925	0	0	0	0	0	0	3.7087608402	0	0.7797240848	0
788	Shewanella_woodyi_ATCC_51908_genomic.fasta	10.7552028472	0	0.4860944596	1.186416965	0.1906395925	1.0682932451	0.8205650365	0.6741935343	1.2612058084	1.8198766251	3.2479175807
789	Siansivirga_zeaxanthinifaciens_CC-SAMT-1_genomic.fasta	2.560139613	0	0.1304632857	0	0.0256735272	0.5035410248	0.3678688808	0.3179004639	0.1128188458	0.2270689927	0.8748045921
790	Simiduia_agarivorans_SA1_genomic.fasta	4.2656435891	0	0	0	0.3811621151	0	0.2731276109	1.0115579918	0	2.5997958713	0
791	SP005_S3_contigs.fasta	1.2821937638	0	0	0	0.7625765251	0	0	0	0	0.5196172387	0
792	SP010_S4_contigs.fasta	6.7509402624	0.4055395725	0	1.1514900412	1.8743375813	0	0.8206927107	0.3371729651	1.6420868119	0.5196205797	0
793	Sphingopyxis_alaskensis_RB2256_genomic.fasta	3.6780144968	0	0	0	0	0.3547410954	0	2.0239803967	0	1.2992930047	0
794	Sphingopyxis_sp_LPB0140_genomic.fasta	0	3.947822420631E-05	3.947822420631E-05	0	3.947822420631E-05	4.46103933531303E-05	3.947822420631E-05	0	0	3.947822420631E-05	0
795	Spiribacter_salinus_M19-40_genomic.fasta	423.0660728904	41.4467814667	36.4570741506	46.2691015977	31.2615832935	29.1849733945	33.6571146222	64.76639103	50.0227331261	61.5955338582	28.4047863509
796	Spiribacter_sp_UAH-SP71_genomic.fasta	1091.0738838554	127.1753079986	89.4334138538	144.7758990819	99.7002219417	71.2167476716	68.1269957106	115.7002468557	134.5196877245	162.4559858863	77.9693771307
797	Spirochaeta_sp_L21-RPul-D2_genomic.fasta	10.2318423475	0	5.3452797783	1.1862805822	0.3809203185	0	0.5467694689	1.6866505463	0.4204019299	0.2596973828	0.4058423406
798	Spirochaeta_thermophila_DSM_6578_genomic.fasta	13.9306618994	0	3.8868329048	0.5933479232	0.9519877761	0	1.3681870681	1.0115693047	0.8404709277	0	5.2782659948
799	Spongiibacter_sp_IMCC21906_genomic.fasta	6.3611554225	2.0311752693	2.4304721585	0.5933477326	0.9518880307	0.3542722314	0	0	0	0	0
800	Staphylothermus_hellenicus_DSM_12710_genomic.fasta	0.9721884041	0	0.9721884041	0	0	0	0	0	0	0	0
801	Staphylothermus_marinus_F1_genomic.fasta	7.9541428578	1.2185469976	1.4546127759	0	0.3812787889	0.3560974119	0.2725156417	0.3363347397	1.6801722524	1.0375476126	1.2170366371
802	Stappia_sp_ES058_genomic.fasta	5.882243629	0.4054225286	0.9721342641	0	0.3812792421	0.3557506017	0.5469843318	0.6740099713	0.8406987942	1.2998714943	0.4060924009
